CMDLINE python valhalla.py
MEM 67.863281 1712572331.4905
MEM 67.863281 1712572331.5910
MEM 67.863281 1712572331.6917
MEM 67.863281 1712572331.7922
MEM 67.863281 1712572331.8926
MEM 67.863281 1712572331.9932
MEM 67.863281 1712572332.0936
MEM 67.863281 1712572332.1942
MEM 67.863281 1712572332.2946
MEM 67.863281 1712572332.3951
MEM 67.863281 1712572332.4956
MEM 67.863281 1712572332.5960
MEM 67.863281 1712572332.6965
MEM 67.863281 1712572332.7969
MEM 67.863281 1712572332.8974
MEM 67.863281 1712572332.9980
MEM 67.863281 1712572333.0984
MEM 67.863281 1712572333.1988
MEM 67.863281 1712572333.2993
MEM 67.863281 1712572333.3998
MEM 67.863281 1712572333.5004
MEM 67.863281 1712572333.6011
MEM 67.863281 1712572333.7017
MEM 67.863281 1712572333.8020
MEM 67.863281 1712572333.9025
MEM 67.863281 1712572334.0031
MEM 67.863281 1712572334.1037
MEM 67.863281 1712572334.2043
MEM 67.863281 1712572334.3048
MEM 67.863281 1712572334.4052
MEM 67.863281 1712572334.5058
MEM 67.863281 1712572334.6063
MEM 67.863281 1712572334.7066
MEM 67.863281 1712572334.8070
MEM 67.863281 1712572334.9074
MEM 67.863281 1712572335.0080
MEM 67.863281 1712572335.1084
MEM 67.863281 1712572335.2090
MEM 67.863281 1712572335.3095
MEM 67.863281 1712572335.4100
MEM 67.863281 1712572335.5106
MEM 67.863281 1712572335.6110
MEM 67.863281 1712572335.7115
MEM 67.863281 1712572335.8117
MEM 67.863281 1712572335.9121
MEM 67.863281 1712572336.0125
MEM 67.863281 1712572336.1129
